Molecular Weight (g/mol),Density (g/cm3),C in comononmer A,C in comononmer B,%B,CH in A,CH in A+B,CH2 in A,CH2 in A+B,CH3 in A+B,CH bonds A+B,N in A+B,O in A+B,C=O,%C=O,Rings,%C in rings,Tm(°C),Tg (°C),Crystallinity%,"Critical thickness of the specimen (Lcrit, mm)",Surface area (mm2),Specific surface area (mm2/mm3),Pretrement,Level,Temperature,Humidity,pH,k Biodegradation rate (s^-1) first-order,T Lag time (days),A%,Testing duration (days)
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,140,38,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,2.7612E-07,26.782,100,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,9.7404E-09,53.165,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.0056E-08,56,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.0972E-08,59.766,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.1348E-08,61.054,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.1047E-08,61.719,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.046E-08,60.438,93.19,112
105000,1.25,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,141,36.8,1,5,667.5884389,0.85,1 Indoor,0,37,1,7,1.0213E-08,61.39,93.19,112
99000,1.24,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,149,59,44.25,0.1,1612,20.15,1 Indoor,6,28,1,7,1.4051E-07,3.163,93.19,21
99000,1.24,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,149,59,33,0.1,1612,20.15,1 Indoor,6,28,1,7,9.4016E-09,6.138,98.3,21
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.12,103.6,17.26666667,1 Indoor,7,35,1,8,4.4389E-06,0.7017,86.5,2
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.12,103.6,17.26666667,1 Indoor,7,50,1,8,0.000013808,1.0862,86.5,2
126000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.12,103.6,17.26666667,1 Indoor,7,40,1,8,0.000013947,0.7696,86.5,2
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.4,1544,5.15,1 Indoor,7,50,1,7,0.000038389,0,93.19,0.5
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.4,1544,5.15,1 Indoor,7,55,1,7,0.00011267,0,93,0.5
137000,1.23,3,6,50,1,6,0,1,1,11,0,7,1,6.25,1,55.56,146,42.5,50,0.4,1544,5.15,1 Indoor,7,50,1,9,0.00046167,0,100,0.166666667
260000,1.22,4,6,10,1,1,1,6,1,16,0,4,2,14.28571429,0,0,172.9,2.5,50.89,0.003,200,666.67,3 UV,6,28,1,7,3.2766E-07,11.99,93.19,45
260000,1.22,4,6,20,1,1,1,6,1,16,0,4,2,14.28571429,0,0,172.7,1.8,48.98,0.003,200,666.67,3 UV,6,28,1,7,3.272E-07,5.007,93.19,18
260000,1.22,4,6,30,1,1,1,6,1,16,0,4,2,14.28571429,0,0,172.2,2.2,48.64,0.003,200,666.67,3 UV,6,28,1,7,8.5023E-07,1.764,93.19,14
260000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,172.7,3.5,49.39,0.003,200,666.67,3 UV,6,28,1,7,7.2743E-09,0,97.52,45
120000,1.145,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,58.9,-59,37.92,0.003,200,666.67,3 UV,6,28,1,7,4.5116E-08,0,86.5,45
120000,1.145,6,4,10,0,1,5,6,1,16,0,4,2,14.28571429,0,0,58.9,-60,41,0.003,200,666.67,3 UV,6,28,1,7,1.956E-07,5.192,93.19,45
120000,1.145,6,4,30,0,1,5,6,1,16,0,4,2,14.28571429,0,0,58.7,-60,41.94,0.003,200,666.67,3 UV,6,28,1,7,0.0000002,19.89,93.19,45
120000,1.145,6,4,20,0,1,5,6,1,16,0,4,2,14.28571429,0,0,58.2,-60,41.72,0.003,200,666.67,3 UV,6,28,1,7,9.7245E-08,0.4843,93.19,45
247317,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63,-60,70,0.1,204,20.4,1 Indoor,7,37,1,7.4,2.5197E-06,0,45.83,27
226829,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63,-60,56.1,0.1,204,20.4,1 Indoor,7,37,1,7.4,1.3484E-06,0,76.22,27
206341,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,64,-60,53.5,0.1,204,20.4,1 Indoor,7,37,1,7.4,1.8808E-06,0,82.04,27
165580,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63,-60,50.5,0.1,204,20.4,1 Indoor,7,37,1,7.4,1.3449E-07,0,86.5,27
150000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62.1,-60,48.2,0.1,204,20.4,1 Indoor,7,37,1,7.4,7.6481E-07,0,74.86,27
135000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60.1,-60,41.9,0.1,204,20.4,1 Indoor,7,37,1,7.4,1.2396E-06,0,86.5,27
12000,1.25,6,14,50,0,8,5,6,0,20,2,5,3,11.11111111,2,60,140,65.6,60.4,0.8,232,2.9,1 Indoor,0,37,1,7.4,1.6915E-06,27.706,44.89,84
12000,1.25,6,14,50,0,8,5,6,0,20,2,5,3,11.11111111,2,60,136.9,59.4,60.4,0.8,232,2.9,1 Indoor,0,37,1,7.4,1.6146E-06,27.524,43.61,84
160000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,145.3,1.8,60.27,0.5,2110,4.22,0 Dark,N.A.,25,0.5,7.6,3.6678E-07,7.185,99.14,50
163400,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,126.5,-119.3,51.2,0.07,51.4,29.37142857,1 Indoor,6,28,1,6.8,4.60857E-09,0,93.19,60
32200,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,126.5,-119.3,51.2,0.07,51.4,29.37142857,3 UV,6,28,1,6.8,8.24671E-09,0,93.19,60
40000,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,120,-120,45.8,0.04,51.4,29.37142857,1 Indoor,6,28,1,6.8,1.03778E-09,0,93.19,60
40000,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,120,-120,45.8,0.04,51.4,29.37142857,1 Indoor,6,28,1,6.8,1.87203E-09,0,93.19,60
40000,0.92,2,0,0,0,0,2,2,0,4,0,0,0,0,0,0,120,-120,45.8,0.04,51.4,29.37142857,3 UV,6,28,1,6.8,2.70992E-09,0,93.19,60
166000,1.04,8,0,0,6,6,1,1,0,8,0,0,0,0,1,75,270,104,0,1,70,2.8,1 Indoor,6,28,1,6.8,1.87203E-09,0,93.19,60
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,1,70,2.8,1 Indoor,6,28,1,6.8,4.61977E-08,0,93.19,60
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,1,70,2.8,1 Indoor,6,28,1,6.8,4.20663E-08,0,93.19,60
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,1,70,2.8,1 Indoor,6,28,1,6.8,3.97807E-08,0,93.19,60
160000,1.3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,212,85,10,1,70,2.8,1 Indoor,6,28,1,6.8,3.47966E-08,0,93.19,60
22000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,61,0.2,412,10.3,1 Indoor,6,37,1,7.4,4.90327E-09,0,86.5,28
22000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-60,61,0.2,412,10.3,1 Indoor,6,37,1,7.4,3.64788E-09,0,86.5,28
132000,1.233,10,12,30,1,2,5,12,2,32,0,4,2,7.692307692,0,0,55.6,-45.6,30,0.6,436,3.633,1 Indoor,6,37,1,7.4,6.03195E-09,0,93.19,28
132000,1.233,10,12,30,1,2,5,12,2,32,0,4,2,7.692307692,0,0,55.6,-45.6,30,0.6,436,3.633,1 Indoor,6,37,1,7.4,3.56385E-09,0,93.19,28
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,1,20,1,6.7,1.0394E-08,0,97.52,200
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,1,30,1,6.7,2.3252E-08,22.86,97.52,200
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,1,40,1,6.7,2.912E-08,30.23,97.52,200
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,5,20,0.4375,6.85,1.691E-08,37.58,97.52,200
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,5,30,0.4375,6.85,4.3507E-08,36.87,97.52,200
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.25,415,8.3,1 Indoor,5,40,0.4375,6.85,3.9317E-08,34.7,97.52,200
703600,1.25,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,171,2,64,0.35,51.2,6.565349544,1 Indoor,0,70,1,10,1.9757E-07,0,97.52,14.5
703600,1.25,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,171,2,64,0.35,51.2,6.565349544,1 Indoor,7,37,1,7.4,8.3139E-08,0,97.52,2
714000,1.25,4,5,21,1,2,1,3,2,14,0,4,2,15.38461538,0,0,135,-2,59,0.14,51.2,6.565349544,1 Indoor,4,24,1,7,2.0845E-06,2.974,99.14,12
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.35,51.2,6.565349544,1 Indoor,0,70,1,10,1.0044E-07,0,97.52,14.5
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.35,51.2,6.565349544,1 Indoor,7,37,1,7.4,0.0011,0.1663,100,0.333333333
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.14,51.2,6.565349544,1 Indoor,4,24,1,7,1.6898E-07,0.3015,97.52,12
278400,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,54.3,-44,18,0.35,51.2,6.565349544,1 Indoor,0,37,1,7.4,0.000010203,0.0789,97.52,1.333333333
7700,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,53.5,-44,10,0.35,51.2,6.565349544,1 Indoor,7,37,1,7.4,2.7514E-07,0,97.52,2
140000,0.68,10,0,0,1,1,5,5,1,14,0,2,1,8.333333333,0,0,51.4,-38.6,22.5,0.12,1262,16.82666667,1 Indoor,0,37,1,7,2.8947E-08,32.79,93.19,420
140000,0.68,10,0,0,1,1,5,5,1,14,0,2,1,8.333333333,0,0,51.4,-38.6,22.5,0.12,1262,16.82666667,1 Indoor,0,37,1,7,3.9352E-08,7.107,93.19,420
140000,0.68,10,0,0,1,1,5,5,1,14,0,2,1,8.333333333,0,0,51.4,-38.6,22.5,0.12,1262,16.82666667,1 Indoor,0,37,1,7.4,1.7353E-10,108.75,93.19,720
485000,1.25,4,5,1,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171,0,68,0.032,0.00322,187.5,1 Indoor,3,22,1,7.4,2.5984E-06,0,91,80
485000,1.25,4,5,1,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171,0,68,0.125,0.0491,48,1 Indoor,3,22,1,7.4,8.0694E-07,4.838,88.85,80
485000,1.25,4,5,1,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171,0,68,0.25,0.1964,24,1 Indoor,3,22,1,7.4,8.7766E-07,4.695,84.5,80
485000,1.25,4,5,1,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171,0,68,0.5,0.7854,12,1 Indoor,3,22,1,7.4,7.6146E-07,4.48,82.4,80
110000,1.1331,12,0,0,0,0,10,10,0,20,2,2,2,12.5,0,0,264.4,56.5,29.8,20,991000,0.106,0 Dark,N.A.,12.75,0.478,7.6,3.05403E-10,0,93.19,450
183750,1.22,4,0,0,0,0,3,3,0,6,0,2,1,16.66666667,0,0,53.7,-46,21.5,20,991000,0.106,0 Dark,N.A.,12.75,0.478,7.6,2.11665E-09,0,97.52,450
250000,0.9,3,0,0,1,1,1,1,1,6,0,0,0,0,0,0,164,-10,36.9,20,991000,0.106,0 Dark,N.A.,12.75,0.478,7.6,2.76145E-11,0,93.19,450
79200,1.25,8,0,0,0,0,6,6,0,12,0,4,2,16.66666667,0,0,117,-32,60.1,20,991000,0.106,0 Dark,5,12.75,0.478,7.6,1.55226E-09,0,93.19,450
39400,1.26,10,12,50,0,4,8,12,0,28,0,8,4,13.33333333,1,27.27,124.1,-34,18.8,20,991000,0.106,0 Dark,5,12.75,0.478,7.6,1.68912E-10,0,93.19,450
38000,1.36,10,0,0,4,4,2,2,0,8,0,4,2,14.28571429,1,60,250,74.5,9.8,20,991000,0.106,0 Dark,5,12.75,0.478,7.6,1.46696E-10,0,93.19,450
300000,1.28,3,0,0,1,1,0,0,1,4,0,2,1,20,0,0,178,54,19.7,20,991000,0.106,0 Dark,5,12.75,0.478,7.6,6.21744E-11,0,93.19,450
350000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,173,4,59,2,1950,1.23,0 Dark,4,33,1,7.6,1.7708E-08,0,97.52,123
350000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,173,4,59,2,1950,1.23,0 Dark,4,33,1,7.6,2.5382E-08,0,97.52,123
560000,1.25,4,5,20,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.06,1.81,25.83,2,1950,1.23,0 Dark,4,33,1,7.6,8.8889E-09,0,99.14,123
560000,1.25,4,5,20,1,2,1,3,2,14,0,4,2,15.38461538,0,0,171.06,1.81,25.83,2,1950,1.23,0 Dark,4,33,1,7.6,7.2222E-08,14.05,99.14,123
425000,1.25,4,5,10,1,2,1,3,2,14,0,4,2,15.38461538,0,0,166.2,0.9,56.84,2,1950,1.23,0 Dark,4,33,1,7.6,1.3148E-08,0,99.14,123
425000,1.25,4,5,10,1,2,1,3,2,14,0,4,2,15.38461538,0,0,166.2,0.9,56.84,2,1950,1.23,0 Dark,4,33,1,7.6,4.3056E-08,37.08,99.14,123
350000,1.25,4,5,12,1,2,1,3,2,14,0,4,2,15.38461538,0,0,124.9,5,48,2,1950,1.23,0 Dark,5,33,0.4375,7.6,6.1852E-08,0,99.14,21
72500,1.233,12,10,30,1,2,7,12,2,32,0,4,2,7.692307692,0,0,50,-40,25,1,1890,2.22,0 Dark,4,33,1,7.6,3.7882E-07,0,93.19,123
7000,1.11,2,4,51,0,0,2,5,0,10,0,4,1,10,0,0,63,-41,89,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,5.539E-08,0,93.19,84
5000,1.2,4,6,27,0,0,3,8,0,16,0,4,2,14.28571429,0,0,44,-62,26,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,4.9669E-07,0,6.8,84
5000,1.2,4,6,7,0,0,3,8,0,16,0,4,2,14.28571429,0,0,43,-63,25,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,1.038E-08,0,93.19,84
5000,1.2,4,0,0,0,0,3,3,0,6,0,3,1,14.28571429,0,0,42.2,-64,24,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,6.8552E-09,0,93.19,84
5100,1.1438,6,4,51,0,0,5,8,0,16,0,4,2,14.28571429,0,0,45,-60,27,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,1.066E-08,0,93.19,84
5000,1.1438,6,4,24,0,0,5,8,0,16,0,4,2,14.28571429,0,0,46,-60,28,0.3,367.56,6.933333333,3 UV,0,37,1,7.4,1.2705E-08,0,93.19,84
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,67.2,-60,69.3,0.277,155.18,14.45154432,1 Indoor,7,30,1,7,2.05937E-07,0,86.5,0.666666667
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,65.6,-60,67.15,0.28,155.18,14.2968254,1 Indoor,7,30,1,7,9.95403E-07,0,86.5,0.666666667
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,64,-60,65,0.278,155.18,14.39960032,1 Indoor,7,30,1,7,1.16843E-06,0,86.5,0.666666667
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,63.5,-60,64.15,0.272,155.18,14.71699346,1 Indoor,7,30,1,7,1.53947E-06,0,86.5,0.666666667
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,62,-60,63.3,0.272,155.18,14.71699346,1 Indoor,7,30,1,7,2.03331E-06,0,86.5,0.666666667
160000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,40,0.279,155.18,14.34802867,1 Indoor,7,30,1,7,2.43044E-06,0,86.5,0.666666667
187000,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,179.94,4,74.6,0.025,802,80.2,3 UV,6,28,0.6,6.7,1.28553E-09,0,93.19,30
187000,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,170.51,5,68.8,0.025,802,80.2,3 UV,6,28,0.6,6.7,1.12577E-08,0,93.19,30
187000,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,167.9,4,67.2,0.025,802,80.2,3 UV,6,28,0.6,6.7,2.19764E-08,0,93.19,30
187000,1.25,4,5,4,1,2,1,3,2,14,0,4,2,15.38461538,0,0,172.72,2.6,73.2,0.025,802,80.2,3 UV,6,28,0.6,6.7,2.20537E-09,0,99.14,30
187000,1.25,9,0,0,2,2,3,3,2,14,0,4,2,15.38461538,0,0,167.9,4,66,0.025,802,80.2,3 UV,6,28,0.6,6.7,3.8695E-09,0,93.19,30
165600,1.04,8,0,0,6,6,1,1,0,8,0,0,0,0,1,75,270,100,0,2,4224,1.090909091,1 Indoor,6,35,1,7,1.8998E-10,0,93.19,56
165600,1.04,8,0,0,6,6,1,1,0,8,0,0,0,0,1,75,270,100,0,2,4224,1.090909091,1 Indoor,6,35,1,7,1.8717E-09,0,93.19,56
1041005,1.25,10,19,50,0,8,8,13,0,34,2,8,4,10.25641026,2,41.38,97,-27,12,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.8137E-09,0,93.19,155
145900,1.25,10,19,50,0,8,8,13,0,34,2,8,4,10.25641026,2,41.38,100,-27,10,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,3.2697E-09,0,93.19,154
42600,1.25,29,24,25,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,120,-15,8,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.1875E-08,0,93.19,154
36400,1.25,29,24,25,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,127,-8,7,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.8947E-08,0,93.19,154
36000,1.25,29,24,50,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,126,-7,7,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.9676E-08,0,93.19,154
35400,1.25,29,24,50,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,126,-7,7,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,1.5544E-07,9.509,52.6,154
29600,1.25,29,24,25,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,133.5,-1.5,6,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.5637E-08,0,93.19,154
24100,1.25,29,24,25,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,140,5,5,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,3.0972E-08,0,93.19,154
20500,1.25,29,24,50,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,140,5,5,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,3.4155E-08,0,93.19,154
17300,1.25,29,24,50,8,17,13,19,1,58,4,16,8,10.95890411,4,45.28,140,5,5,1,626.7477344,2.210526316,1 Indoor,1,37,1,7.9,2.7963E-07,3.168,44.41,142
658000,1.22,4,6,3.8,1,2,1,4,2,16,0,4,2,14.28571429,0,0,152,-2,48.1,0.3,408.8,6.95,1 Indoor,4,37,1,7,3.0035E-06,5.065,100,11.8
658000,1.22,4,6,4.6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,149.2,-2,44.6,0.3,408.8,6.95,1 Indoor,4,37,1,7,0.00000286,3.292,100,11.8
723000,1.22,4,6,6.9,1,2,1,4,2,16,0,4,2,14.28571429,0,0,143.9,-2.5,43.6,0.3,408.8,6.95,1 Indoor,4,37,1,7,4.4757E-06,4.175,100,11.8
312000,1.22,4,6,10,1,2,1,4,2,16,0,4,2,14.28571429,0,0,136.9,-3.6,33.8,0.3,408.8,6.95,1 Indoor,4,37,1,7,9.1319E-06,4.503,100,11.8
100289,1.1438,6,34,30,0,12,5,21,0,54,2,8,5,10,2,30,60.5,-60,55,0.12,204.8,17.06666667,1 Indoor,7,37,1,7.4,3.2882E-06,0,93.19,3.7
100289,1.1438,6,34,30,0,12,5,21,0,54,2,8,5,10,2,30,60.5,-60,55,0.12,204.8,17.06666667,1 Indoor,6,37,1,7.4,2.2199E-07,0.08548,93.19,6.23
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,60,0.12,204.8,17.06666667,1 Indoor,7,37,1,7.4,0.000022477,0,10.38,30
80000,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,59,-60,60,0.12,204.8,17.06666667,1 Indoor,0,37,1,7.4,1.0601E-08,0,86.5,30
100289,1.1438,6,34,30,0,12,5,21,0,54,2,8,5,10,2,30,60.5,-60,55,0.12,204.8,17.06666667,1 Indoor,7,37,1,7.4,3.4456E-06,0.3201,93.19,6
100289,1.1438,6,34,30,0,12,5,21,0,54,2,8,5,10,2,30,60.5,-60,55,0.12,204.8,17.06666667,1 Indoor,7,37,1,7.4,2.1574E-06,0.4008,93.19,6
100289,1.1438,6,34,30,0,12,5,21,0,54,2,8,5,10,2,30,60.5,-60,55,0.12,204.8,17.06666667,1 Indoor,6,37,1,7.4,3.0602E-06,0,22.44,27.7
145000,1.1438,6,24,27.5,0,12,5,9,0,30,0,10,5,12.5,2,40,38,-52,33,0.21,208.4,9.923809524,3 UV,7,37,1,7.2,6.0194E-07,0.4808,93.19,3
121000,1.1438,6,24,27.5,0,12,5,9,0,30,0,10,5,12.5,2,40,53,-64,48,0.21,208.4,9.923809524,1 Indoor,7,37,1,7.2,0.00015128,0.0073,93.19,0.125
45250,1.1438,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,60,-72,51,0.21,208.4,9.923809524,1 Indoor,7,37,1,7.2,0.00025367,0.013,100,0.125
121000,1.1438,6,24,27.5,0,12,5,9,0,30,0,10,5,12.5,2,40,53,-64,48,0.21,208.4,9.923809524,3 UV,7,37,1,7.2,0.000035611,0.2211,93.19,1
116000,1.1438,6,24,27.5,0,12,5,9,0,30,0,10,5,12.5,2,40,48,-58,41,0.21,208.4,9.923809524,1 Indoor,7,37,1,7.2,0.00013878,0.0135,93.19,0.125
116000,1.1438,6,24,27.5,0,12,5,9,0,30,0,10,5,12.5,2,40,48,-58,41,0.21,208.4,9.923809524,3 UV,7,37,1,7.2,0.000019483,0.685,93.19,2
530,1.037913562,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,10,-46,13,0.2,816,10.2,1 Indoor,7,37,1,7.2,1.5058E-07,0.1525,86.5,1
530,1.005961252,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,5,-50,7,0.2,816,10.2,1 Indoor,7,37,1,7.2,9.1194E-07,0.1008,86.5,1
530,1.002921013,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,12,-41,15,0.2,816,10.2,1 Indoor,7,37,1,7.2,1.6022E-06,0.0326,86.5,1
2000,1.001907601,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,38,-62,25,0.2,816,10.2,1 Indoor,7,37,1,7.2,0.000048694,0.0626,100,0.5
1250,1.00119225,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,22,-59,20,0.2,816,10.2,1 Indoor,7,37,1,7.2,0.000014167,0.0828,86.5,1
112300,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,45.33,0.1,1210,20.167,2 Outdoor,2,16.75,1,7.9,0.000001794,25.98,93.19,42
112300,1.23,10,8,25,0,0,8,14,0,28,0,8,4,15.38461538,0,0,94,-45,45.33,0.1,1210,20.167,2 Outdoor,1,13.25,1,7.9,8.2176E-08,9.849,93.19,42
126000,1.145,6,0,0,0,0,5,5,0,10,0,2,1,12.5,0,0,61.2,-60,53.04,0.1,456,20.26666667,1 Indoor,1,27,1,7.9,1.8912E-07,5.938,89.77,95
610000,1.22,4,6,6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,138.9,-2.4,47.6,0.1,456,20.26666667,1 Indoor,1,27,1,7.9,3.8229E-07,3.5,85.43,42
610000,1.22,4,6,6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,138.9,-2.4,47.6,0.1,1210,20.167,2 Outdoor,2,16.75,1,7.9,1.6493E-06,9.276,100,42
610000,1.22,4,6,6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,138.9,-2.4,47.6,0.1,1210,20.167,2 Outdoor,1,13.25,1,7.9,1.3264E-07,0,93.19,42
610000,1.22,4,6,6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,138.9,-2.4,47.6,0.1,1210,20.167,1 Indoor,2,16.75,1,7.9,5.5174E-07,0,85.43,28
610000,1.22,4,6,6,1,2,1,4,2,16,0,4,2,14.28571429,0,0,138.9,-2.4,47.6,0.1,1210,20.167,1 Indoor,1,13.25,1,7.9,8.1562E-08,0,85.43,28
550000,1.19,4,6,11,1,2,1,4,2,16,0,4,2,14.28571429,0,0,126,0,20,0.1,456,20.26666667,1 Indoor,1,27,1,7.9,4.7708E-07,3.5,85.43,42
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,456,20.26666667,1 Indoor,1,27,1,7.9,6.2963E-07,2.33,85.54,42
540000,1.22,4,0,0,1,1,1,1,1,6,0,2,1,16.66666667,0,0,168.3,2,63.44,0.1,1210,20.167,2 Outdoor,1,27,1,7.9,1.3275E-06,2.8,62.41,28
